Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.074,34.054,34.017,33.926,33.75,33.705,33.699,33.719,33.786,33.887,34.08,34.236,34.474,34.703,34.871,34.726,34.566,34.491,34.402,34.38,34.584,34.756,34.911,35.055,34.203,33.347,32.488,32.583,32.659,28.532,..,..
Afghanistan,AFG,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,..,..,4.3,..,..,5.9,..,..
Afghanistan,AFG,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.47,..,..,..,62.74,..,71.68,..,..,..,..,..,70.12,26.76,..
Afghanistan,AFG,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.07,..,..,..,27.69,..,34.81,..,..,..,..,..,27.02,21.64,..
Afghanistan,AFG,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.37,..,..,..,33.48,..,43.68,..,..,..,..,..,35.11,22.86,..
Afghanistan,AFG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.594,7.639,7.595,7.583,7.726,7.639,7.57,7.567,7.559,7.546,7.53,7.668,7.602,7.532,7.586,7.536,7.594,7.516,7.578,7.565,7.439,7.499,7.404,7.34,8.342,9.356,10.36,10.281,10.245,10.458,..,..
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.697,10.746,10.691,10.675,10.839,10.735,10.652,10.647,10.634,10.617,10.594,10.751,10.669,10.583,10.642,10.581,10.647,10.553,10.622,10.603,10.449,10.513,10.392,10.306,11.538,12.783,14.017,13.924,13.881,16.783,..,..
Afghanistan,AFG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9518771,1.003353,1.114518,1.162119,1.220168,1.222301,1.313974,1.412712,1.545407,1.748034,2.06076,1.628022,1.612625,1.76677,1.703261,1.751625,1.624411,1.719982,1.743168,1.837347,2.360636,2.585614,3.169307,4.023759,5.163307,6.491346,7.66211,8.188098,8.377879,7.458117,..,..
Afghanistan,AFG,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.341757,8.381743,8.440229,8.473161,8.518861,8.545583,8.607264,8.677896,8.761552,8.857481,8.970146,9.016659,9.141744,9.316711,9.478732,9.671862,9.864292,10.20701,10.92308,11.71195,12.73539,13.69351,14.85892,16.11819,17.43726,18.77817,20.13265,19.61793,19.12275,17.44526,..,..
Afghanistan,AFG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.206729,7.254014,7.32702,7.366534,7.413086,7.444415,7.516612,7.594833,7.687743,7.801868,7.938208,7.905921,8.000525,8.162234,8.279169,8.458311,8.610106,8.919732,9.53146,10.20835,11.12434,11.9299,12.90104,13.98273,15.15319,16.36492,17.54959,17.21295,16.82699,15.66604,..,..
Afghanistan,AFG,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4,..,..,..,..,..,..,..
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.487,7.526,7.542,7.561,7.591,7.599,7.612,7.588,7.568,7.553,7.537,7.513,7.517,7.519,7.526,7.531,7.533,7.565,7.606,7.665,7.719,7.717,7.712,7.709,7.667,7.642,7.599,7.534,7.446,7.339,7.22,7.069,6.905,6.722,6.53,6.376,6.235,6.099,5.958,5.83,5.696,5.56,5.405,5.262,5.129,5.002,4.87,4.75,4.643,..
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,142.874,142.713,142.241,141.602,141.159,141.317,138.594,136.482,133.836,131.855,132.271,133.815,134.862,134.459,134.501,138.05,140.807,142.96,147.525,147.521,147.896,155.669,156.77,154.932,156.444,154.262,154.416,152.572,150.863,148.141,143.37,138.827,133.071,126.106,125.858,128.171,120.635,120.82,116.454,111.286,106.537,101.454,97.415,94.018,90.342,88.431,86.803,84.296,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,639.484735848211,639.865909445734,693.873474633887,674.793383069492,652.774321396566,697.995596576519,617.230435515505,336.586994504629,200.852219772323,367.279225077581,586.416339644261,750.604449178826,1009.97727483821,717.380047745673,813.789396580449,1033.24253162418,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78658429559,2972.74292399799,3595.03805682893,4370.5399247769,4114.13489916342,4094.34838574494,4437.14261222684,4247.63004748194,4413.06200528903,4578.63320812155,3952.80253807527,4124.05538986272,4531.0193737689,5287.66369446913,5396.21586434732,5332.16047456847,6492.87201224634,..
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,1740.50538249229,1804.01030684507,1818.3673437536,1799.87814510218,1740.34722580776,1735.28985772491,1798.01460877279,1748.57826220188,1691.53050586189,1808.64560434827,1606.29604693997,1163.49129356824,1086.43848680039,1197.58059375303,1305.00071868174,1488.02049135802,1633.55157205372,1464.29757891877,1603.64723014585,1821.87265372461,1960.88194602054,2143.52627790757,2247.49749129938,2380.64399709539,2522.44871361971,2675.50793615524,2851.36701218575,3044.89581910515,3298.47804428531,3432.16997279698,3577.11338784054,3678.04673786035,3736.33910071368,3780.69820205676,3855.75973394744,3952.80253807527,4090.371656678,4249.80373367726,4431.53918098494,4543.38652018643,4410.45516523171,4830.59631691622,..
Albania,ALB,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8024808,0.8343718,0.8362204,0.850922,0.8578453,0.8687033,0.8588049,0.8601972,0.8784527,0.8924209,0.9126524,0.9276482,0.9534426,0.9774095,0.9288809,0.9129938,0.9565507,0.5810917,0.3452504,0.4544986,1.168018,0.9841841,1.065826,0.5425733,0.9666277,1.303731,1.298255,1.300322,1.096161,1.065297,1.058284,..
Albania,ALB,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.146894,5.317401,5.326274,5.350675,5.32824,5.350454,5.384467,5.329954,5.317598,5.325841,5.304231,5.305779,5.332059,5.250271,5.03547,4.891001,4.885741,2.617412,2.219418,2.366217,2.443248,1.945775,2.239645,2.967285,3.36947,3.774337,4.245073,4.794342,4.577596,4.368,4.42455,..
Albania,ALB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.334591,3.334183,3.341668,3.354835,3.375998,3.400204,3.420692,3.441376,3.468717,3.498127,3.520747,3.526995,3.536623,3.480093,3.319172,3.213621,3.214816,1.747102,1.450532,1.568564,1.885284,1.525366,1.738621,1.949784,2.36185,2.701921,2.985058,3.294396,3.068987,2.957866,2.983089,..
Albania,ALB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.842,40.248,41.733,43.276,44.782,44.704,44.112,41.357,40.198,40.674,39.942,40,39.924,39.755,39.392,39.062,38.439,39.179,38.646,39.315,45.255,43.211,37.823,37.037,38.946,42.559,43.402,45.194,46.834,43.289,45.14,46.125
Albania,ALB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.111,51.176,54.624,57.637,62.262,61.975,60.422,58.085,56.761,57.675,57.993,58.239,57.621,56.775,55.695,54.557,52.953,53.462,56.464,55.658,58.554,55.59,50.442,50.578,53.029,54.431,56.951,58.867,59.998,55.595,57.656,58.662
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.067,45.746,48.194,50.446,53.477,53.263,52.167,49.594,48.335,49.013,48.791,48.943,48.608,48.118,47.416,46.701,45.606,46.243,47.473,47.422,51.86,49.365,44.101,43.778,45.96,48.473,50.152,52.006,53.392,49.417,51.367,52.353
Albania,ALB,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.972,31.236,33.991,36.554,39.145,39.187,37.991,34.343,32.877,33.506,32.429,32.406,30.876,29.208,27.326,25.532,23.491,21.232,21.49,18.796,29.064,21.397,13.986,13.794,13.794,17.407,18.39,20.667,22.214,18.995,19.819,20.495
Albania,ALB,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.346,27.188,32.448,36.837,43.695,43.522,40.764,37.982,36.541,37.904,38.482,38.846,37.411,35.643,33.578,31.468,28.871,27.206,28.663,27.431,38.833,29.767,23.641,20.958,23.676,22.916,24.878,30.391,31.004,27.13,28.219,29.115
Albania,ALB,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.691,29.205,33.223,36.694,41.368,41.289,39.328,36.091,34.636,35.621,35.356,35.545,34.092,32.406,30.462,28.535,26.23,24.287,25.169,23.23,34.075,25.68,18.911,17.436,18.799,20.191,21.665,25.573,26.648,23.099,24.058,24.853
Albania,ALB,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8,..,..,..,..,22.8,24.4,22,19.1,..,14.7,29.3,20.6,19.3,24,22.6,31.6,41.3,..,..,..
Albania,ALB,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.17,..,..,..,..,26.16,33.8,31.88,33.9,57.19,36.35,31.73,38.54,36.16,29.41,28.06,26.03,24.42,..,..,..
Albania,ALB,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.1,..,..,..,..,14.45,14.82,14.28,16.55,43.18,23.11,21.13,25.97,25.7,23.04,20.45,17.49,15.35,..,..,..
Albania,ALB,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.6,..,..,..,..,18.91,23.28,21.82,23.95,49.36,28.96,25.9,31.44,30.18,25.83,23.74,21.24,19.38,..,..,..
Albania,ALB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.332,32.134,26.89,22.243,14.972,14.661,17.71,20.244,21.163,19.381,18.306,17.621,16.695,16.023,15.639,15.294,15.649,12.541,12.191,12.76,13.269,14.81,17.669,19.853,17.245,16.148,14.452,12.625,11.584,13.308,12.741,11.849
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.272,27.083,22.996,18.897,14.109,12.917,15.734,19.778,20.396,18.541,18.948,18.277,17.396,16.702,16.419,16.082,16.398,13.743,15.706,15.877,13.748,11.49,13.371,15.476,17.115,14.477,12.511,11.876,11.324,12.758,12.609,11.755
Albania,ALB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.1366,36.7405,36.38791,36.28022,36.52678,37.0931,36.83426,36.90108,37.47883,38.14335,39.06503,39.77906,40.64219,41.34183,41.08241,42.00685,41.98629,32.93347,34.8553,36.98913,34.89101,32.03666,37.10096,41.27818,42.72091,43.26548,45.06939,47.02677,47.88816,47.9013,49.04114,..
Albania,ALB,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.50254,33.45841,33.13176,32.99394,33.36237,33.82787,33.43643,33.80387,34.54102,35.26344,36.36835,37.19798,37.99509,38.98575,40.04003,41.17067,41.84308,44.97636,47.10011,47.81549,42.0568,40.74905,42.99866,42.64914,40.08046,39.9616,41.28212,42.63269,44.08291,44.28428,45.39194,..
Albania,ALB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.60137,34.91035,34.57098,34.45155,34.74426,35.24871,34.91077,35.11255,35.76461,36.45073,37.46351,38.24653,39.08041,39.96189,40.47568,41.5233,41.90399,39.82926,42.07635,43.29841,38.92156,36.93998,40.4818,42.07382,41.1876,41.39586,42.90148,44.51904,45.73177,45.82876,46.95451,..
Albania,ALB,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,..,1.6,..,..,..,..
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.764,4.642,4.524,4.34,4.136,3.946,3.763,3.614,3.509,3.452,3.361,3.296,3.205,3.116,3.061,3.004,2.942,2.9,2.826,2.767,2.707,2.707,2.685,2.615,2.497,2.397,2.318,2.231,2.15,2.036,1.978,1.89,1.803,1.724,1.671,1.648,1.647,1.656,1.671,1.692,1.697,1.674,1.613,1.551,1.491,1.44,1.414,1.4,1.39,..
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.901,31.375,31.351,29.844,28.008,25.84,23.831,21.862,19.091,17.322,16.713,16.128,16.194,15.942,15.414,15.28,15.203,14.815,14.784,16.155,17.855,20.157,21.869,21.756,20.149,18.001,16.098,14.792,9.697,13.217,15.231,19.046,18.869,17.503,17.309,18.545,18.987,19.65,20.692,20.909,20.865,20.942,20.276,18.171,16.585,15.58,15.013,14.672,..,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,588.906514752793,871.741887655878,989.395167072047,1074.41169567024,1223.97958849013,1495.20910297049,1829.88148430557,2259.75380990612,2291.76034878957,2260.3435861332,2359.59326397424,2510.02424125274,2617.72544861118,2783.44108544398,2829.90378173456,2437.3643243343,2235.25578329898,2431.55353132258,1749.28372012167,1794.6214527531,1825.87564404641,1522.82524628497,1466.54551114669,1619.53338860398,1634.46740988129,1610.30182620235,1602.8643126463,1780.37587355483,1754.58283816577,1794.811114232,2117.04754514758,2624.79523151946,3131.32853176212,3500.13541289238,3971.80348828223,4946.56401720759,3898.47970014449,4495.92044814301,5473.2805504316,5610.73089400516,5519.77757552373,5516.23060417242,4197.42136055142,3967.19945122178,4134.93671999429,4171.79501086373,4022.15018374716,3337.25251157504,3690.62787797599,..
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2717.76997506,2850.68498659583,2885.75698244983,2980.71598966337,3021.4264395119,3206.5633711411,3344.97906956013,3268.44405402821,3260.03310581793,3356.1626496192,3420.74608699726,3492.18431152061,3500.41819304902,3399.285114613,3274.80296420664,3154.20426999684,3207.45603778599,3153.47686364837,3042.2169063954,3025.84053984516,2896.66936001344,2810.7276652489,2862.1088062884,2927.37839658073,2910.24019680096,3012.80643105038,3066.03870511702,3138.23104750589,3188.20727071767,3321.63884944448,3512.90019969545,3612.75416439991,3774.07249144514,3783.31420382579,3848.77951249795,3874.36933836878,3866.29702547981,3931.72134771045,3969.66157703235,4025.64280301169,4057.76613682293,4129.42390210603,4197.42136055142,4246.2435654224,4218.08370129479,4188.22175743517,4153.00481594021,3873.5100150745,3943.17198337712,..
Algeria,DZA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.024062,2.030955,2.031314,2.031776,2.034888,2.037086,2.041044,2.056945,2.053026,2.022078,1.981121,1.899817,1.813468,1.777563,1.728498,1.679264,1.632008,1.591946,1.552334,1.508545,1.474888,1.675912,1.887836,1.935009,1.998267,2.037253,2.076929,2.069118,2.063687,1.986289,1.950927,..
Algeria,DZA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.83366,7.857555,7.884456,7.912773,7.935953,7.951999,7.980529,7.98119,7.969065,7.925387,7.84689,7.233048,6.655277,6.268871,5.863078,5.488012,5.107027,4.75872,4.417936,4.095381,3.822508,4.200327,4.584898,4.728331,4.883692,5.035895,5.183959,5.202694,5.215433,4.963367,4.978065,..
Algeria,DZA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.075016,7.092356,7.117921,7.14517,7.164104,7.179532,7.199456,7.186162,7.157613,7.097828,7.015247,6.468695,5.95287,5.593701,5.239452,4.90828,4.582632,4.276351,3.980902,3.702396,3.43786,3.759441,4.106413,4.232694,4.356915,4.486608,4.619029,4.636921,4.649775,4.448475,4.454716,..
Algeria,DZA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.141,8.786,8.609,8.459,8.015,8.41,8.782,8.766,8.709,8.669,9.017,9.227,9.548,10.606,10.869,11.275,10.903,11.237,11.316,11.365,12.303,13.017,13.78,12.477,13.493,13.744,13.602,13.474,13.372,12.198,12.652,13.038
Algeria,DZA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.883,57.175,56.272,55.545,52.478,55.102,57.016,55.551,53.775,52.171,53.58,54.184,55.321,58.991,60.281,61.923,60.562,61.798,62.199,62.804,62.15,60.882,63.225,59.824,59.744,60.617,60.552,60.521,60.532,56.095,57.283,57.989
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.904,33.356,32.808,32.36,30.576,32.111,33.295,32.557,31.625,30.789,31.677,32.087,32.827,35.219,36.01,37.051,36.179,36.975,37.221,37.556,37.686,37.393,38.958,36.58,37.034,37.599,37.496,37.415,37.369,34.53,35.35,35.895
Algeria,DZA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.849,11.044,10.614,10.178,9.108,9.506,9.536,8.877,8.19,7.542,7.479,7.097,6.843,7.583,7.173,7.231,6.165,5.835,5.428,5.662,6.001,5.663,5.511,5.252,5.245,5.105,5.026,4.975,4.942,3.968,4.381,4.557
